"feature_id","log2_fold_change","average_expression","moderated_t","p_value","fdr_bh","B"
"2321058",-0.152544951158945,5.08391023474178,-1.13917525664599,0.255950141441655,0.693989403533802,-5.1762259400293
"2321182",-0.20629459489276,6.8450972769953,-1.7415853796378,0.0830699632472972,0.542889834036894,-4.39760080511975
"2321238",0.104133113934036,7.93543605633803,1.06809504309249,0.286724230546808,0.709119673962005,-5.24697156118484
"2321466",-0.0668374562235261,8.1455365258216,-1.10721564774692,0.26948832057364,0.702084695288694,-5.20859187309422
"2321607",0.00633810890902353,6.56772568075117,0.0720216937496133,0.942654326281445,0.985127925922556,-5.76080015560782
"2321645",-0.030876503538467,5.64063920187793,-0.361223442357674,0.718301582928706,0.911883720100784,-5.70395752589734
"2321779",-0.0839250908263498,8.65022943661972,-0.856986051976631,0.392445683791331,0.767285824084693,-5.43049623306618
"2321797",-0.121068834816795,6.37213816901408,-1.27368958339876,0.204204700799759,0.663205651790384,-5.03006185890779
"2321813",-0.136589775689898,5.88559516431925,-1.21912924620758,0.224185416618893,0.67548610418911,-5.09128171895042
"2321828",-0.112903899250334,5.7998882629108,-1.07637386001207,0.283015556949207,0.709020649215683,-5.23896327008717
"2321849",0.087520297985904,7.79728169014084,0.75929705777197,0.448540541406803,0.791736247094092,-5.50190463766567
"2321911",0.0191910723267332,7.58586037558685,0.189676226638482,0.849749096607002,0.957046022541484,-5.74682819342523
"2321942",0.245266106173549,8.05278535211268,1.89876506325026,0.0589899204530816,0.506210100344883,-4.14242874731546
"2321960",-0.138552413788595,9.48197582159624,-1.4134413486391,0.159031114093896,0.62743033739393,-4.86125678770766
"2322004",-0.0655799778281745,7.05287600938967,-1.02457703377208,0.306761109965183,0.721992813092766,-5.28806257524118
"2322036",-0.143509611622489,6.76673356807512,-1.56295621168822,0.119593541288141,0.589280142560083,-4.66164914537081
"2322103",0.157048344176637,8.46915924882629,1.85154327083218,0.0655186747295231,0.513325238883868,-4.22132130414528
"2322211",-0.078722275613079,6.57528849765258,-0.754072098427681,0.451664627790963,0.793047170260825,-5.50548243944128
"2322226",-0.0859099529395326,6.09015483568075,-0.920368391922991,0.35845381758917,0.750670618000556,-5.37958446060533
"2322264",-0.041971471043408,6.40793924882629,-0.368243102184781,0.71306907261025,0.91021438002427,-5.70163524916772
"2322362",0.0572568392663655,8.06745145539906,0.577555099510412,0.564193498904286,0.847059324049521,-5.61190314020989
"2322389",-0.148406509061229,8.22301680751174,-1.36591785623312,0.173450002530761,0.636933117415054,-4.92059219590604
"2322598",-0.107603264215616,6.39085699530516,-1.34851218311422,0.178970303538736,0.640609198110929,-4.9418263707053
"2322786",-0.104733560561168,5.8779879342723,-1.33954443763513,0.181865353375306,0.642259013439212,-4.95266237559183
"2322818",-0.0865144448595281,5.76118356807512,-1.01483364681852,0.311372279660998,0.724958833374099,-5.29703104984588
"2322848",-0.0458511803719377,6.10482671361502,-0.631083005488578,0.528683888318815,0.829920575521206,-5.58259896839825
"2322894",-0.042720506624927,5.40474253521127,-0.633325887657767,0.527221391107335,0.829260400147459,-5.58131466038986
"2322957",-0.0930973301382449,7.38280755868545,-1.6483686799245,0.100797088233158,0.567000053263287,-4.5388524207201
"2323087",-0.141255969808316,5.80254835680751,-1.20229354723724,0.230626418305642,0.680267828431421,-5.10963975027733
"2323172",-0.117096869904257,8.27659596244131,-1.25918634066051,0.209384019701388,0.666004574804515,-5.0465925098761
"2323285",-0.0515265722178446,6.4213514084507,-0.550488582616428,0.582579098409717,0.855157831679769,-5.62573628165954
"2323347",-0.041678102915335,6.44494671361502,-0.437040279019592,0.662538652686243,0.88751133224552,-5.67651415324071
"2323559",-0.246935587052402,7.88312488262911,-2.20937025227762,0.0282475368395184,0.416504474692096,-3.57610922237869
"2323603",-0.156290858780519,7.32653323943662,-2.5090597563932,0.0128735444631367,0.31532769119024,-2.95289209231924
